orid,area,sub,type,spotlight,n_claims,max_pts,title,authors,arxiv,openreview,alphaxiv,hf
7UEBX1KU1y,Applications,Language Speech And Dialog,Poster,True,6,12,"Conditional Equivalence of DPO and RLHF: Assumptions, Failure Modes, and Provable Alignment",Zhiqin Yang; Yonggang Zhang; Wei Xue; Dong Fang; Bo Han; Yike Guo,2605.20834,https://openreview.net/forum?id=7UEBX1KU1y,2605.20834,2605.20834
3tN36gT4tB,Optimization,Nonconvex,Poster,False,4,8,MoSSP: A Momentum-Based Single-Loop Stochastic Penalty Method for Nonconvex Constrained DC-regularized Optimization,Luxuan Li; Chunfeng Cui; Xiao Wang,2605.29635,https://openreview.net/forum?id=3tN36gT4tB,2605.29635,
kVBNDXHVeo,Deep Learning,Generative Models And Autoencoders,Poster,False,5,10,Mode Seeking meets Mean Seeking for Fast Long Video Generation,Shengqu Cai; Weili Nie; Chao Liu; Julius Berner; Lvmin Zhang; Nanye Ma; Hansheng Chen; Maneesh Agrawala; Leonidas Guibas; Gordon Wetzstein; Arash Vahdat,2602.24289,https://openreview.net/forum?id=kVBNDXHVeo,2602.24289,2602.24289
LnNbhU8IcR,Applications,Health Medicine,Poster,False,3,6,FlowPET: Physics-Informed Symplectic Flow Matching for Low-Count PET Reconstruction,Zheng Zhang; Hao Tang; Yingying Hu; zhanli hu; Jing Qin,,https://openreview.net/forum?id=LnNbhU8IcR,,
EW7FmahpLs,Applications,Computer Vision,Poster,False,3,6,Motion Dynamics Learning for Few-Shot Embodied Adaptation,Sibo He; Weiying Xie; Daixun Li; Junhao Zhong; Jiayun Tian; Yunke Wang; Leyuan Fang; Gang He; Yunsong Li,,https://openreview.net/forum?id=EW7FmahpLs,,
Ai3a79cTvr,Applications,Neuroscience Cognitive Science,Poster,True,4,8,SVL: Empowering Spiking Neural Networks for Efficient 3D Open-World Understanding,Xuerui Qiu; Shaowei Gu; Peixi Wu; JiaKui Hu; Yaozhi Wen; Yuqi Pan; Xinhao Luo; Bo XU; Guoqi Li,2505.17674,https://openreview.net/forum?id=Ai3a79cTvr,2505.17674,
bniyv9QWYc,Applications,Computer Vision,Poster,False,4,8,RTPrune: Reading-Twice Inspired Token Pruning for Efficient DeepSeek-OCR Inference,Ben Wan; Yan Feng; Zihan Tang; Weizhe Huang; Yuting Zeng; Jia Wang; Tongxuan Liu,2605.00392,https://openreview.net/forum?id=bniyv9QWYc,2605.00392,2605.00392
mMlt3tQ7Ot,Reinforcement Learning,Batchoffline,Poster,False,5,10,AdamO: A Collapse-Suppressed Optimizer for Offline RL,Nan Qiao; Sheng Yue; Shuning Wang; Ju Ren,2605.01968,https://openreview.net/forum?id=mMlt3tQ7Ot,2605.01968,
khMSeuLLhh,Social Aspects,Security,Poster,False,3,6,Adversarial Attack and Defense for Denoising Diffusion Sampling,Zhao-Rong Lai; Xiwen Yuan; Jian Weng,,https://openreview.net/forum?id=khMSeuLLhh,,
Ga3AR4EF6R,Deep Learning,Large Language Models,Poster,False,6,12,Milestone-Guided Policy Learning for Long-Horizon Language Agents,Zixuan Wang; Yuchen Yan; Hongxing Li; Teng Pan; Dingming Li; Ruiqing Zhang; Weiming Lu; Jun Xiao; Yueting Zhuang; Yongliang Shen,2605.06078,https://openreview.net/forum?id=Ga3AR4EF6R,2605.06078,2605.06078
hQoT2F37Am,Deep Learning,Foundation Models,Poster,False,5,10,CAOS: Conformal Aggregation of One-Shot Predictors,Maja Waldron,2601.05219,https://openreview.net/forum?id=hQoT2F37Am,2601.05219,
8nti23Zqkt,Applications,Language Speech And Dialog,Poster,False,4,8,EGG: An Expert-Guided Agent Framework for Kernel Generation,Yaochen Han; Ke Fan; Hongxu Jiang; Wanqi Xu; Weiyu Xie; Runhua Zhang; Chenhui Zhu; Yixiang Zhang,2606.26758,https://openreview.net/forum?id=8nti23Zqkt,2606.26758,
0B54C7rFJa,Applications,Computer Vision,Poster,False,4,8,Can We Build a Monolithic Model for Fake Image Detection? SICA: Semantic-Induced Constrained Adaptation for Unified-Yet-Discriminative Artifact Feature Space Reconstruction,Bo Du; Xiaochen Ma; Xuekang Zhu; Zhe Yang; Chaoqun Niu; Jian liu; Ji-Zhe Zhou,2602.06676,https://openreview.net/forum?id=0B54C7rFJa,2602.06676,
iEtOxzAs51,Applications,Health Medicine,Poster,False,3,6,SGERA: Stein-Guided ECG-Report Alignment for ECG Representation Learning,Jian Chen; Yipeng Du; Wenhao Yuan; Shuai Wang; Jinfeng Xu; Zewei Liu; Running Zhao; Edith Cheuk-Han Ngai,,https://openreview.net/forum?id=iEtOxzAs51,,
XdAD8qYsuC,General Machine Learning,Unsupervised And Semisupervised Learning,Poster,False,3,6,Unsupervised Camouflaged Object Detection with Dual-Eigenvector Spectral Pseudo-Labeling and Contrastive Refinement,Pingzhu Liu; Chunming He; Zunnan Xu; Chao Hao; Bo Zhao; Xingyu Shao; Jun Zhou; Zitong YU; Xiu Li,,https://openreview.net/forum?id=XdAD8qYsuC,,
Ib2IjLO7JW,Deep Learning,Graph Neural Networks,Poster,False,5,10,Adaptive Recurrent Message Passing for Test Time Computing on Graphs,Junshu Sun; Wanxing Chang; Qingming Huang; Shuhui Wang,2606.22462,https://openreview.net/forum?id=Ib2IjLO7JW,2606.22462,
BRtDecMvjY,Deep Learning,Graph Neural Networks,Poster,False,4,8,Enhancing LLMs for Graph Tasks via Graph-aware LoRA Generation,Junshu Sun; Wanxing Chang; Qingming Huang; Shuhui Wang,2606.22429,https://openreview.net/forum?id=BRtDecMvjY,2606.22429,
ZXm8JjfhW8,Deep Learning,Large Language Models,Poster,False,2,4,Beyond Attention Imbalance: Mitigating Hallucinations via Spectral Surgery,Siqi Lu; Wei Suo; Yongbin Zheng; Jianhang Yao; Wanying XU; PENG WANG,,https://openreview.net/forum?id=ZXm8JjfhW8,,
tSKDiqiCJ4,General Machine Learning,Representation Learning,Poster,False,5,10,"Toward Structural Multimodal Representations: Specialization, Selection, and Sparsification via Mixture-of-Experts",Hahyeon Choi; Nojun Kwak,2605.03348,https://openreview.net/forum?id=tSKDiqiCJ4,2605.03348,
hFocSMm1Ke,Deep Learning,Graph Neural Networks,Poster,False,6,12,Gauge-Equivariant Graph Networks via Self-Interference Cancellation,Yoonhyuk Choi; Jiho Choi; Jiwoo Kang,2511.16062,https://openreview.net/forum?id=hFocSMm1Ke,2511.16062,
vZZUCDcjSx,Deep Learning,Attention Mechanisms,Poster,False,3,6,EchoAttention: Exploiting Token-Pair Redundancy and Frame-Block Similarity for Efficient Video Generation,Yifei Xia; Fangcheng Fu; Hao Yuan; Suhan Ling; Xupeng Miao; Huixia Li; Yuxi Ren; Xin Xia; Xuefeng Xiao; Bin CUI,,https://openreview.net/forum?id=vZZUCDcjSx,,
jciD7uTWu7,Deep Learning,Large Language Models,Poster,False,5,10,LIFT: A Novel Framework for Enhancing Long-Context Understanding of LLMs via Long Input Fine-Tuning,Yansheng Mao; Yufei Xu; Jiaqi Li; Fanxu Meng; Haotong Yang; Zilong Zheng; Xiyuan Wang; Muhan Zhang,2502.14644,https://openreview.net/forum?id=jciD7uTWu7,2502.14644,2502.14644
j3NoRf0n7d,Deep Learning,Robustness,Poster,False,2,4,Robust Vision-Language Models via Manifold-Adversarial Adapters,Hao Li; Zeyu Xiao; Junhao Zhou; Peng Liu; Yang Zhao; Wei Jia,,https://openreview.net/forum?id=j3NoRf0n7d,,
DkK7GUr8n3,Applications,Neuroscience Cognitive Science,Poster,False,5,10,ViEEG: Hierarchical Visual Neural Representation for EEG Brain Decoding,Minxu Liu; Donghai Guan; Chuhang Zheng; Chunwei Tian; Jie Wen; Qi Zhu,2505.12408,https://openreview.net/forum?id=DkK7GUr8n3,2505.12408,
N8JsmN0nQE,Optimization,Large Scale Parallel And Distributed,Poster,False,5,10,OServe: Accelerating LLM Serving via Spatial-Temporal Workload Orchestration,Youhe Jiang; Fangcheng Fu; Taiyi Wang; Guoliang He; Eiko Yoneki,2602.12151,https://openreview.net/forum?id=N8JsmN0nQE,2602.12151,
jnds7BbY0V,Deep Learning,Attention Mechanisms,Poster,False,5,10,Attention Sink Forges Native MoE in Attention Layers: Sink-Aware Training to Address Head Collapse,Zizhuo Fu; Wenxuan Zeng; Runsheng Wang; Meng Li,2602.01203,https://openreview.net/forum?id=jnds7BbY0V,2602.01203,
Z1HeVZNdMn,Applications,Computer Vision,Poster,False,3,6,Breaking the Synthetic-Real Domain Shortcut for Training-Free Generative Replay-based Class Incremental Learning,Tao Zhang; Qixuan Fan; Yiyuan Liang; Yanjie Wang; Song Yan; Tian Tian; Jiahuan Zhou; Luxin Yan; Sheng Zhong; Xu Zou,,https://openreview.net/forum?id=Z1HeVZNdMn,,
KKDi5HuFkt,Applications,Computer Vision,Poster,False,5,10,DiffCrossGait: Trajectory-Level Alignment for 2D-3D Cross-Modal Gait Recognition via Latent Diffusion,Zhiyang Lu; Ming Cheng,2606.00153,https://openreview.net/forum?id=KKDi5HuFkt,2606.00153,
ZPJRm2K3oe,Applications,Computer Vision,Poster,False,3,6,ImpText: A Benchmark and Tool-Augmented Framework for Implicit Text Reasoning,Litao Guo; Jinsong Zhou; Shuaibo Li; Man CHEN; Xinli Xu; Zixin Zhang; Harold Haodong Chen; Ying-Cong Chen,,https://openreview.net/forum?id=ZPJRm2K3oe,,
px1MlO0g26,Applications,Neuroscience Cognitive Science,Poster,False,2,4,Practical Mechanism for Fault-Tolerant Spiking Neural Networks via Simple Input Control Based on Learnable Fragmentation,Hyun-Jong Lee; Jae-Han Lim,,https://openreview.net/forum?id=px1MlO0g26,,
P8tBsNibfm,Applications,Computer Vision,Poster,False,3,6,Linguistic Relative Policy Optimization for Video Anomaly Reasoning,Jiaxu Leng; Jiankang Zheng; Mengjingcheng Mo; Zhanjie Wu; Haosheng Chen; Ji Gan; Xinbo Gao,,https://openreview.net/forum?id=P8tBsNibfm,,
0dNGyQnDo2,Applications,Computer Vision,Poster,False,3,6,SceneDirector: Bridging Explicit Geometry and Generative Priors for Unified Driving Scene Editing,Yiyuan Liang; Zhiying Yan; Tao Zhang; Shangke Liu; Kai Lin; Xu Zou; Nong Sang; Changxin Gao,,https://openreview.net/forum?id=0dNGyQnDo2,,
ZK0U30zmDY,Deep Learning,Attention Mechanisms,Poster,False,3,6,"In-Context Universal Approximation, Compositional Generalization, and Algorithm Emulation",Jerry Yao-Chieh Hu; Hong-Yu Chen; Po-Chiao Lin; Maojiang Su; Han Liu,,https://openreview.net/forum?id=ZK0U30zmDY,,
yvDKJfdokC,Applications,Computer Vision,Poster,False,3,6,Learning to Watch: Active Video Anomaly Understanding via Interleaved Policy Optimization,Mengjingcheng Mo; Jiaxu Leng; Xinbo Gao,,https://openreview.net/forum?id=yvDKJfdokC,,
Xxq7fcQUNR,Deep Learning,Large Language Models,Poster,True,5,10,Automated Formal Proofs of Combinatorial Identities via Wilf–Zeilberger Guidance and LLMs,Beibei Xiong; Hangyu Lv; Junqi Liu; Yisen Wang; Shaoshi Chen; Jianlin Wang; Zhengfeng Yang; Lihong Zhi,2605.04472,https://openreview.net/forum?id=Xxq7fcQUNR,2605.04472,
uZ8JZ1Lw9a,Deep Learning,Attention Mechanisms,Poster,False,2,4,Chain-of-Thought Gradient Descent,Hong-Yu Chen; Venkat Sripad Ganti; Hude Liu; Jerry Yao-Chieh Hu; Han Liu,,https://openreview.net/forum?id=uZ8JZ1Lw9a,,
KD59uBqvNR,Applications,Computer Vision,Poster,False,5,10,Decouple and Cache: KV Cache Construction for Streaming Video Understanding,Zhanzhong Pang; Dibyadip Chatterjee; Fadime Sener; Angela Yao,2605.01858,https://openreview.net/forum?id=KD59uBqvNR,2605.01858,2605.01858
DKathyl3XN,Deep Learning,Sequential Models Time Series,Poster,False,5,10,On Structured State-Space Duality,Jerry Yao-Chieh Hu; Xiwen Zhang; Ali ElSheikh; Weimin Wu; Han Liu,2510.04944,https://openreview.net/forum?id=DKathyl3XN,2510.04944,
xI364qxvhX,Deep Learning,Generative Models And Autoencoders,Poster,False,6,12,CoF-T2I: Video Models as Pure Visual Reasoners for Text-to-Image Generation,Chengzhuo Tong; Mingkun Chang; Shenglong Zhang; Yuran Wang; Cheng Liang; Zhizheng Zhao; Bohan Zeng; Yang Shi; Ruichuan An; Yifan Dai; Ziming Zhao; Guanbin Li; Pengfei Wan; Yuanxing Zhang; Wentao Zhang,2601.10061,https://openreview.net/forum?id=xI364qxvhX,2601.10061,2601.10061
qubIJ4i1XQ,Deep Learning,Large Language Models,Poster,False,6,12,GEM: Geometric Entropy Mixing for Optimal LLM Data Curation,Yue Min; Ziyun Qiao; Ruining Chen; Yujun Li,2605.26121,https://openreview.net/forum?id=qubIJ4i1XQ,2605.26121,
kCJ9kaebgd,Deep Learning,Robustness,Poster,False,6,12,Instruction Lens Score: Your Instruction Contributes a Powerful Object Hallucination Detector for Multimodal Large Language Models,Runhe Lai; Xinhua Lu; Yanqi Wu; Jinlun Ye; Weijiang Yu; Ruixuan Wang,2605.12258,https://openreview.net/forum?id=kCJ9kaebgd,2605.12258,
WVpmVVEA0Y,Deep Learning,Other Representation Learning,Poster,False,3,6,Deep Ensemble Clustering for Visual Representation Learning,Yuwei Wang; Guikun Chen; Xiruo Jiang; Yazhou Yao; Di Liu; Xiangbo Shu; Fumin Shen; Wenguan Wang,,https://openreview.net/forum?id=WVpmVVEA0Y,,
V0OaAHqBUy,Applications,Robotics,Poster,False,1,2,NeurVLA: Unleashing Failure-Handling Capability of Vision-Language-Action Models via Neural-Symbolic Reasoning,Xuqi Liu; Minghe Gao; Juncheng Li; Siliang Tang,,https://openreview.net/forum?id=V0OaAHqBUy,,
S8XPQrBX5y,Deep Learning,Foundation Models,Poster,False,6,12,Synergistic Intra- and Cross-Layer Regularization Losses for MoE Expert Specialization,Rizhen Hu; Yuan Cao; Boao Kong; Mou Sun; Kun Yuan,2602.14159,https://openreview.net/forum?id=S8XPQrBX5y,2602.14159,
hROxrfMoXj,General Machine Learning,Hardware And Software,Poster,True,2,4,CONTINUUM: Restoring the Contiguous Tensor Abstraction Efficiently for Dynamic AI Workloads via Hardware Virtualization,Yangyu Zhang; Shuoming Zhang; Chunwei Xia; Shuaijiang Li; Zhicheng Li; Ruiyuan Xu; Zheming Yang; Lei Chen; YUAN WEN; Guangli Li; Xiaobing Feng; Huimin Cui; Jiacheng Zhao,,https://openreview.net/forum?id=hROxrfMoXj,,
lwPKU7H8yi,Reinforcement Learning,Deep Rl,Poster,False,6,12,Knowledge Diversion for Efficient Morphology Control and Policy Transfer,Fu Feng; Ruixiao Shi; Yucheng Xie; Jianlu Shen; Jing Wang; Xin Geng,2512.09796,https://openreview.net/forum?id=lwPKU7H8yi,2512.09796,
aLTzh5Sbe9,Deep Learning,Large Language Models,Poster,False,5,10,DRIVE: Best Data Scheduling Practices for Reinforcement Learning with Verifiable Reward in Competitive Code Generation,Speed Zhu; Chuheng Zhang; Jianwei Cai; Guang Chen; Lulu Wu; Xiaolong Xu; Xuyun Zhang; Saiyong Yang; Wiggin Zhou,2511.06307,https://openreview.net/forum?id=aLTzh5Sbe9,2511.06307,2511.06307
X01MWoAk3K,Deep Learning,Selfsupervised Learning,Poster,False,6,12,Self-Supervised Weight Templates for Scalable Vision Model Initialization,Yucheng Xie; Fu Feng; Ruixiao Shi; Jing Wang; Yong Rui; Xin Geng,2601.19694,https://openreview.net/forum?id=X01MWoAk3K,2601.19694,
z9VuS0wKGW,Applications,Computer Vision,Poster,False,6,12,StableI2I: Spotting Unintended Changes in Image-to-Image Transition,Jiayang Li; Shuo Cao; Xiaohui Li; Zhizhen Zhang; Kaiwen Zhu; Yule Duan; Yu Qiao; Jian Zhang; Yihao Liu,2605.04453,https://openreview.net/forum?id=z9VuS0wKGW,2605.04453,2605.04453
2DyKW8qHDL,Applications,Computer Vision,Poster,False,5,10,Comp-Attn: Present-and-Align Attention for Compositional Video Generation,Hongyu Zhang; Yufan Deng; Shenghai Yuan; Xuehan Hou; Yian Zhao; Peng Jin; Chang Liu; Jie Chen,2503.14428,https://openreview.net/forum?id=2DyKW8qHDL,2503.14428,2503.14428
Xl7cAV0jdc,Applications,Computer Vision,Poster,False,6,12,LightAVSeg: Lightweight Audio-Visual Segmentation,Qing Zhong; Guodong Ding; Lingqiao Liu; Zaiwen Feng; Lin Yuanbo Wu; Angela Yao,2605.08805,https://openreview.net/forum?id=Xl7cAV0jdc,2605.08805,
p5QSlnwume,Applications,Computer Vision,Poster,False,5,10,Rethinking Video Generation Model for the Embodied World,Yufan Deng; Zilin Pan; Hongyu Zhang; Xiaojie Li; Ruoqing Hu; Yufei Ding; Yiming Zou; Yan Zeng; Daquan Zhou,2601.15282,https://openreview.net/forum?id=p5QSlnwume,2601.15282,2601.15282
UGAP2F6FfV,Deep Learning,Foundation Models,Poster,True,5,10,Holi-Spatial: Evolving Video Streams into Holistic 3D Spatial Intelligence,Yuanyuan Gao; Hao Li; Yifei Liu; Xinhao Ji; Yuning Gong; Yuanjun Liao; Fangfu Liu; Manyuan Zhang; Yuchen Yang; Dan Xu; Xue Yang; Huaxi Huang; Hongjie Zhang; Ziwei Liu; Xiao Sun; Dingwen Zhang; Zhihang Zhong,2603.07660,https://openreview.net/forum?id=UGAP2F6FfV,2603.07660,2603.07660
a1UcGYKhJU,Deep Learning,Large Language Models,Poster,False,6,12,Edit-Based Refinement for Parallel Masked Diffusion Language Models,Houxing Ren; Mingjie Zhan; Zimu Lu; Ke Wang; Yunqiao Yang; Haotian Hou; Junting Pan; Hongsheng Li,2605.09603,https://openreview.net/forum?id=a1UcGYKhJU,2605.09603,2605.09603
1AsU8u2tmC,Reinforcement Learning,Multiagent,Poster,False,2,4,TACTIC: Task-Aware Sparse Coordination Graphs for Multi-Task Multi-agent Reinforcement Learning,Kexing Peng; Pengyi Li; tinghuai ma; Jianye HAO,,https://openreview.net/forum?id=1AsU8u2tmC,,
21J9OI6mhc,Deep Learning,Large Language Models,Poster,False,3,6,UniFLoW: Universal Multi-Modal Federated LoRA Fine-Tuning Framework with Analytical Aggregation,Haoyuan Liang; Zhiyu Ye; Jielong Tang; Yang Yang; Shilei Cao; Guowen Li; Fei Hu; Zhiwei Zhang; Haohuan Fu; Juepeng Zheng,,https://openreview.net/forum?id=21J9OI6mhc,,
NWcZ5vualM,Applications,Neuroscience Cognitive Science,Poster,False,2,4,PATCHCODE: Discrete Latent Predictive Learning for EEG Foundation Model,KIEREN YU; Ziyang LIU; Chang Huang; Kaishun Wu,,https://openreview.net/forum?id=NWcZ5vualM,,
95wIQ6actx,Applications,Computer Vision,Poster,False,3,6,RVAS: Referring Video Active Exploration and Segmentation,Hengrui Hu; Weiwei Gao; Zipei Zhang; Henghui Ding,,https://openreview.net/forum?id=95wIQ6actx,,
h3K23f6tLU,Deep Learning,Large Language Models,Poster,False,2,4,Gram2Token: Enabling Run-time GPU-Native Grammar-Constrained Decoding for LLMs,Hantao Hua; Jiming Su; Hao Tang; Yiping Yao; Feng Zhu,,https://openreview.net/forum?id=h3K23f6tLU,,
l3yzuHKpNe,Social Aspects,Security,Poster,False,6,12,From Internal Diagnosis to External Auditing: A VLM-Driven Paradigm for Data-Free Online Backdoor Defense,Binyan Xu; Fan Yang; Xilin Dai; Di Tang; Kehuan Zhang,2601.19448,https://openreview.net/forum?id=l3yzuHKpNe,2601.19448,
WyGEJKjvJN,Deep Learning,Large Language Models,Poster,False,6,12,SALE : Low-bit Estimation for Efficient Sparse Attention in Long-context LLM Prefilling,Xiaodong Ji; Hailin Zhang; Fangcheng Fu; Bin CUI,2505.24179,https://openreview.net/forum?id=WyGEJKjvJN,2505.24179,2505.24179
xblX2nQrj7,Applications,,Poster,False,5,10,FullStack-Agent: Enhancing Agentic Full-Stack Web Coding via Development-Oriented Testing and Repository Back-Translation,Zimu Lu; Houxing Ren; Yunqiao Yang; Ke Wang; Zhuofan Zong; Mingjie Zhan; Hongsheng Li,2602.03798,https://openreview.net/forum?id=xblX2nQrj7,2602.03798,2602.03798
zc8ZDMJmKB,Deep Learning,Large Language Models,Poster,False,3,6,RaBitQCache: Rotated Binary Quantization for KVCache in Long Context LLM Inference,Wenhao Li; Jinhao Dong; Hailin Zhang; Wenhang Shi; WEI LU; Xiaoyong Du,,https://openreview.net/forum?id=zc8ZDMJmKB,,
yBSqPjKmU0,Deep Learning,,Poster,False,6,12,RT-Lynx: Putting the GEMM Sparsity In a Right Way for Diffusion Models,Xing Cong; Hanlin Tang; Kan Liu; Tao Lan; Lin Qu; chenhao xie,2605.26632,https://openreview.net/forum?id=yBSqPjKmU0,2605.26632,2605.26632
EAH54wIQNb,General Machine Learning,Evaluation,Poster,False,5,10,Unison: Benchmarking Unified Multimodal Models via Synergistic Understanding and Generation,Jinyu Liu; Xincheng Shuai; Henghui Ding; Yu-Gang Jiang,2606.26984,https://openreview.net/forum?id=EAH54wIQNb,2606.26984,
4ltyJqAHMg,Applications,,Poster,False,4,8,Beyond Text-to-SQL: Can LLMs Really Debug Enterprise ETL SQL?,Jing Ye; Yiwen Duan; Yonghong Yu; Xinpei Zhao; Yang Gao; Xing Chen,2601.18119,https://openreview.net/forum?id=4ltyJqAHMg,2601.18119,
lgzkDjvVwP,Applications,Computer Vision,Poster,False,5,10,Open-Text Aerial Detection: A Unified Framework For Aerial Visual Grounding And Detection,Guoting Wei; Xia Yuan; Yang Zhou; Haizhao Jing; Yu Liu; Xianbiao Qi; Chunxia Zhao; Haokui Zhang; Rong Xiao,2602.07827,https://openreview.net/forum?id=lgzkDjvVwP,2602.07827,
elVUsM2rf3,Deep Learning,Large Language Models,Poster,False,4,8,"Certain Head, Uncertain Tail: Expert-Sample for Test-Time Scaling in Fine-Grained MoE",Yuanteng Chen; Peisong Wang; Nanxin Zeng; Yuantian Shao; Shuang Qiu; Gang Li; Jing Liu; Jian Cheng,2602.02443,https://openreview.net/forum?id=elVUsM2rf3,2602.02443,
jQmlwZSPuw,Social Aspects,Accountability Transparency And Interpretability,Poster,False,5,10,AliMark: Enhancing Robustness of Sentence-Level Watermarking Against Text Paraphrasing,Yuexin Li; Wenjie Qu; Linyu Wu; Yulin Chen; Yufei He; Tri Cao; Bryan Hooi; Jiaheng Zhang,2605.29434,https://openreview.net/forum?id=jQmlwZSPuw,2605.29434,
SzPII70Uta,Deep Learning,Algorithms,Poster,False,6,12,ForensicConcept: Transferable Forensic Concepts for AIGI Detection,Menyanshu Zhou; Ziyin Zhou; Ke Sun; Yunpeng Luo; Jiayi Ji; Xiaoshuai Sun; Rongrong Ji,2606.07034,https://openreview.net/forum?id=SzPII70Uta,2606.07034,
g7LE4mukGq,Theory,Online Learning And Bandits,Poster,False,5,10,Finite and Corruption-Robust Regret Bounds in Online Inverse Linear Optimization under M-Convex Action Sets,Taihei Oki; Shinsaku Sakaue,2602.01682,https://openreview.net/forum?id=g7LE4mukGq,2602.01682,
Fhtwta4397,Applications,Computer Vision,Poster,False,6,12,GenShield: Unified Detection and Artifact Correction for AI-Generated Images,Zhipei Xu; Xuanyu Zhang; Youmin Xu; Qing Huang; Shen Chen; Taiping Yao; Shouhong Ding; Jian Zhang,2605.16122,https://openreview.net/forum?id=Fhtwta4397,2605.16122,
j8lJiUPyL7,Deep Learning,Large Language Models,Poster,False,2,4,Layer-wise Gradient Disentanglement: Decoupling Semantics and Preferences in Direct Preference Optimization,Mengyang Li; Shuang Liu; Zhong Zhang,,https://openreview.net/forum?id=j8lJiUPyL7,,
lRZmoqiAPg,Deep Learning,Graph Neural Networks,Poster,False,6,12,Generative Representation Learning on Hyper-relational Knowledge Graphs via Masked Discrete Diffusion,Jaejun Lee; Seheon Kim; Joyce Jiyoung Whang,2605.24064,https://openreview.net/forum?id=lRZmoqiAPg,2605.24064,
f2CGTzHQ4E,Applications,Computer Vision,Poster,False,6,12,Utonia: Toward One Encoder for All Point Clouds,Yujia Zhang; Xiaoyang Wu; Yunhan Yang; Xianzhe Fan; Han Li; Yuechen Zhang; Zehao Huang; Naiyan Wang; Hengshuang Zhao,2603.03283,https://openreview.net/forum?id=f2CGTzHQ4E,2603.03283,2603.03283
z1bSFIEexL,Deep Learning,Foundation Models,Poster,False,6,12,Focusing Where Vision Matters: Selective Training for Large Vision Language Models via Visual Information Gain,Seulbi Lee; Sangheum Hwang,2602.17186,https://openreview.net/forum?id=z1bSFIEexL,2602.17186,2602.17186
gW7NZN8zJu,Theory,,Poster,False,5,10,Trees to Flows and Back: Unifying Decision Trees and Diffusion Models,Sai Niranjan Ramachandran; Suvrit Sra,2605.00414,https://openreview.net/forum?id=gW7NZN8zJu,2605.00414,2605.00414
XZAOCytvKQ,Applications,Computer Vision,Poster,False,5,10,MM-DeepResearch: A Simple and Effective Multimodal Agentic Search Baseline,Huanjin Yao; Qixiang Yin; Min Yang; Ziwang Zhao; Yibo Wang; Haotian Luo; Jingyi Zhang; Jiaxing Huang,2603.01050,https://openreview.net/forum?id=XZAOCytvKQ,2603.01050,2603.01050
yKk1hcDCkN,Deep Learning,Large Language Models,Poster,False,2,4,Task-and-Model-Aware Fractal-Consistency for Efficient LLM Reasoning,Ziqiu Luo; Jianmin Liu; Yukai Miao; Li Chen; Dan Li,,https://openreview.net/forum?id=yKk1hcDCkN,,
zyMvoKYWMZ,Applications,Robotics,Poster,False,6,12,Any3D-VLA: Enhancing VLA Robustness via Diverse Point Clouds,Xianzhe Fan; Shengliang Deng; Xiaoyang Wu; Yuxiang Lu; Zhuoling Li; Mi Yan; Yujia Zhang; Zhizheng Zhang; He Wang; Hengshuang Zhao,2602.00807,https://openreview.net/forum?id=zyMvoKYWMZ,2602.00807,2602.00807
xF6klfHhO8,Deep Learning,Large Language Models,Poster,False,6,12,Does Your Reasoning Model Implicitly Know When to Stop Thinking?,Zixuan Huang; Xin Xia; Yuxi Ren; Jianbin Zheng; Xuanda Wang; Zhixia Zhang; Hongyan Xie; Songshi Liang; Zehao Chen; Xuefeng Xiao; Fuzhen Zhuang; Jianxin Li; deqing wang; Yikun Ban,2602.08354,https://openreview.net/forum?id=xF6klfHhO8,2602.08354,2602.08354
sfroJn43YY,Applications,Computer Vision,Poster,False,6,12,Efficient Learned Image Compression without Entropy Coding,Hao Cao; Wenqi Guo; Zhijin Qin; Jungong Han,2605.23323,https://openreview.net/forum?id=sfroJn43YY,2605.23323,2605.23323
wz2zK4l3YJ,Deep Learning,Large Language Models,Poster,False,6,12,Real-Time Aligned Reward Model beyond Semantics,Zixuan Huang; Xin Xia; Yuxi Ren; Jianbin Zheng; Xuefeng Xiao; Hongyan Xie; Li Huaqiu; Songshi Liang; Zhongxiang Dai; Fuzhen Zhuang; Jianxin Li; Yikun Ban; deqing wang,2601.22664,https://openreview.net/forum?id=wz2zK4l3YJ,2601.22664,2601.22664
U80CWouffM,Social Aspects,Safety,Poster,False,6,12,OmniVL-Guard: Towards Unified Vision-Language Forgery Detection and Grounding via Balanced RL,Jinjie Shen; Jing Wu; Yaxiong Wang; Lechao Cheng; Shengeng Tang; Tianrui Hui; Nan Pu; Zhun Zhong,2602.10687,https://openreview.net/forum?id=U80CWouffM,2602.10687,2602.10687
kHLdixnMdi,General Machine Learning,Clustering,Poster,False,2,4,Federated Multi-view Clustering for Remote Sensing Data,Renxiang Guan; Xiang Yang; Hao Yu; Siwei Wang; Suyuan Liu; Wenjing Yang; Jun-Jie Huang; Ao Li; Xinwang Liu; Yuhua Tang,,https://openreview.net/forum?id=kHLdixnMdi,,
